Origin,Target,Type,Number of Connections,Neurotransmitter
ADAL,ADAR,GapJunction,1,Generic_GJ
ADAL,ADFL,GapJunction,1,Generic_GJ
ADAL,AIBL,Send,1,Glutamate
ADAL,AIBR,Send,2,Glutamate
ADAL,ASHL,GapJunction,1,Generic_GJ
ADAL,AVAR,Send,2,Glutamate
ADAL,AVBL,Send,4,Glutamate
ADAL,AVBR,Send,7,Glutamate
ADAL,AVDL,Send,1,Glutamate
ADAL,AVDR,GapJunction,2,Generic_GJ
ADAL,AVEL,Send,1,Glutamate
ADAL,AVJR,Send,5,Glutamate
ADAL,FLPR,Send,1,Glutamate
ADAL,PVQL,GapJunction,1,Generic_GJ
ADAL,RICL,Send,1,Glutamate
ADAL,RICR,Send,1,Glutamate
ADAL,RIML,Send,3,Glutamate
ADAL,RIPL,Send,1,Glutamate
ADAL,SMDVR,Send,2,Glutamate
ADAR,ADAL,GapJunction,1,Generic_GJ
ADAR,ADFR,GapJunction,1,Generic_GJ
ADAR,AIBL,Send,1,Glutamate
ADAR,AIBR,Send,1,Glutamate
ADAR,ASHR,GapJunction,1,Generic_GJ
ADAR,AVAL,Send,1,Glutamate
ADAR,AVBL,Send,1,Glutamate
ADAR,AVBR,Send,5,Glutamate
ADAR,AVDL,GapJunction,2,Generic_GJ
ADAR,AVEL,Send,1,Glutamate
ADAR,AVJL,Send,3,Glutamate
ADAR,PVQR,GapJunction,1,Generic_GJ
ADAR,RICL,Send,1,Glutamate
ADAR,RIMR,Send,5,Glutamate
ADAR,RIPR,Send,1,Glutamate
ADAR,RIVR,Send,1,Glutamate
ADAR,SMDVL,Send,2,Glutamate
ADEL,ADAL,Send,1,Dopamine
ADEL,ADER,Send,1,Dopamine
ADEL,AINL,GapJunction,1,Generic_GJ
ADEL,AVAL,Send,2,Dopamine
ADEL,AVAR,Send,3,Dopamine
ADEL,AVEL,Send,1,Dopamine
ADEL,AVKR,GapJunction,1,Generic_GJ
ADEL,AVL,Send,1,Dopamine
ADEL,BDUL,Send,1,Dopamine
ADEL,CEPDL,Send,1,Dopamine
ADEL,FLPL,Send,1,Dopamine
ADEL,IL1L,Send,1,Dopamine
ADEL,IL2L,Send,1,Dopamine
ADEL,OLLL,Send,1,Dopamine
ADEL,RIAL,Send,1,Dopamine
ADEL,RIFL,Send,1,Dopamine
ADEL,RIGL,Send,5,Dopamine
ADEL,RIGR,Send,3,Dopamine
ADEL,RIH,Send,2,Dopamine
ADEL,RIVL,Send,1,Dopamine
ADEL,RIVR,Send,1,Dopamine
ADEL,RMDL,Send,2,Dopamine
ADEL,RMGL,Send,1,Dopamine
ADEL,RMHL,Send,1,Dopamine
ADEL,SIADR,Send,1,Dopamine
ADEL,SIBDR,Send,1,Dopamine
ADEL,SMBDR,Send,1,Dopamine
ADEL,URBL,Send,1,Dopamine
ADER,ADAR,Send,1,Dopamine
ADER,ADEL,Send,2,Dopamine
ADER,ALA,Send,1,Dopamine
ADER,AVAL,Send,5,Dopamine
ADER,AVAR,Send,1,Dopamine
ADER,AVDR,Send,2,Dopamine
ADER,AVER,Send,1,Dopamine
ADER,AVJR,Send,1,Dopamine
ADER,AVKL,Send,1,Dopamine
ADER,AVKL,GapJunction,1,Generic_GJ
ADER,AVKR,Send,1,Dopamine
ADER,CEPDR,Send,1,Dopamine
ADER,FLPL,Send,1,Dopamine
ADER,FLPR,Send,1,Dopamine
ADER,OLLR,Send,2,Dopamine
ADER,PVR,Send,1,Dopamine
ADER,RIGL,Send,7,Dopamine
ADER,RIGR,Send,4,Dopamine
ADER,RIH,Send,1,Dopamine
ADER,RMDR,Send,2,Dopamine
ADER,SAAVR,Send,1,Dopamine
ADFL,ADAL,GapJunction,1,Generic_GJ
ADFL,ADAL,Send,1,Serotonin
ADFL,AIZL,Send,12,Serotonin
ADFL,AUAL,Send,5,Serotonin
ADFL,OLQVL,Send,1,Serotonin
ADFL,RIAL,Send,15,Serotonin
ADFL,RIGL,Send,1,Serotonin
ADFL,RIR,Send,2,Serotonin
ADFL,SMBVL,Send,2,Serotonin
ADFR,ADAR,GapJunction,1,Generic_GJ
ADFR,ADAR,Send,1,Serotonin
ADFR,AIAR,GapJunction,1,Generic_GJ
ADFR,AIYR,Send,1,Serotonin
ADFR,AIZR,Send,8,Serotonin
ADFR,ASHR,Send,1,Serotonin
ADFR,AUAR,Send,4,Serotonin
ADFR,AWBR,Send,1,Serotonin
ADFR,PVPR,Send,1,Serotonin
ADFR,RIAR,Send,16,Serotonin
ADFR,RIGR,Send,3,Serotonin
ADFR,RIR,Send,3,Serotonin
ADFR,SMBDR,Send,1,Serotonin
ADFR,SMBVR,Send,2,Serotonin
ADFR,URXR,Send,1,Serotonin
ADLL,ADLR,GapJunction,1,Generic_GJ
ADLL,AIAL,Send,6,FMRFamide
ADLL,AIBL,Send,7,FMRFamide
ADLL,AIBR,Send,1,FMRFamide
ADLL,ALA,Send,2,FMRFamide
ADLL,ASER,Send,3,FMRFamide
ADLL,ASHL,Send,2,FMRFamide
ADLL,AVAL,Send,2,FMRFamide
ADLL,AVAR,Send,3,FMRFamide
ADLL,AVBL,Send,2,FMRFamide
ADLL,AVDL,Send,1,FMRFamide
ADLL,AVDR,GapJunction,1,Generic_GJ
ADLL,AVDR,Send,4,FMRFamide
ADLL,AVJL,Send,1,FMRFamide
ADLL,AVJR,Send,3,FMRFamide
ADLL,AWBL,Send,2,FMRFamide
ADLL,OLQVL,Send,1,FMRFamide
ADLL,OLQVL,GapJunction,1,Generic_GJ
ADLL,RIPL,Send,1,FMRFamide
ADLL,RMGL,GapJunction,1,Generic_GJ
ADLR,ADLL,GapJunction,1,Generic_GJ
ADLR,AIAR,Send,10,FMRFamide
ADLR,AIBR,Send,10,FMRFamide
ADLR,ASER,Send,1,FMRFamide
ADLR,ASHR,Send,3,FMRFamide
ADLR,AVAR,Send,2,FMRFamide
ADLR,AVBL,Send,1,FMRFamide
ADLR,AVBR,Send,2,FMRFamide
ADLR,AVDL,Send,5,FMRFamide
ADLR,AVDR,Send,2,FMRFamide
ADLR,AVJR,Send,1,FMRFamide
ADLR,AWCR,Send,3,FMRFamide
ADLR,OLLR,Send,1,FMRFamide
ADLR,PVCL,Send,1,FMRFamide
ADLR,RICL,Send,1,FMRFamide
ADLR,RICR,Send,1,FMRFamide
AFDL,AFDR,GapJunction,1,Generic_GJ
AFDL,AIBL,GapJunction,1,Generic_GJ
AFDL,AINR,Send,1,Glutamate
AFDL,AIYL,Send,7,Glutamate
AFDR,AFDL,GapJunction,1,Generic_GJ
AFDR,AIBR,GapJunction,1,Generic_GJ
AFDR,AIYR,Send,13,Glutamate
AFDR,ASER,Send,1,Glutamate
AIAL,ADAL,Send,1,Acetylcholine
AIAL,AIAR,GapJunction,1,Generic_GJ
AIAL,AIBL,Send,10,Acetylcholine
AIAL,AIML,Send,2,Acetylcholine
AIAL,AIZL,Send,1,Acetylcholine
AIAL,ASER,Send,3,Acetylcholine
AIAL,ASGL,Send,1,Acetylcholine
AIAL,ASHL,Send,1,Acetylcholine
AIAL,ASIL,GapJunction,2,Generic_GJ
AIAL,ASKL,Send,3,Acetylcholine
AIAL,AWAL,GapJunction,1,Generic_GJ
AIAL,AWCR,Send,1,Acetylcholine
AIAL,HSNL,Send,1,Acetylcholine
AIAL,RIFL,Send,1,Acetylcholine
AIAL,RMGL,Send,1,Acetylcholine
AIAR,ADAR,Send,1,Acetylcholine
AIAR,ADFR,GapJunction,1,Generic_GJ
AIAR,ADLR,Send,2,Acetylcholine
AIAR,AIAL,GapJunction,1,Generic_GJ
AIAR,AIBR,Send,14,Acetylcholine
AIAR,AIZR,Send,1,Acetylcholine
AIAR,ASER,Send,1,Acetylcholine
AIAR,ASGR,Send,1,Acetylcholine
AIAR,ASIR,GapJunction,2,Generic_GJ
AIAR,AWAR,Send,1,Acetylcholine
AIAR,AWAR,GapJunction,1,Generic_GJ
AIAR,AWCL,Send,1,Acetylcholine
AIAR,AWCR,Send,3,Acetylcholine
AIAR,RIFR,Send,2,Acetylcholine
AIBL,AFDL,GapJunction,1,Generic_GJ
AIBL,AIYL,Send,1,Glutamate
AIBL,ASER,Send,1,Glutamate
AIBL,AVAL,Send,2,Glutamate
AIBL,AVBL,Send,5,Glutamate
AIBL,DVC,GapJunction,1,Generic_GJ
AIBL,FLPL,Send,1,Glutamate
AIBL,PVT,GapJunction,1,Generic_GJ
AIBL,RIBR,Send,4,Glutamate
AIBL,RIFL,Send,1,Glutamate
AIBL,RIGR,Send,1,Glutamate
AIBL,RIGR,GapJunction,3,Generic_GJ
AIBL,RIML,Send,2,Glutamate
AIBL,RIMR,GapJunction,1,Generic_GJ
AIBL,RIMR,Send,13,Glutamate
AIBL,RIVL,GapJunction,1,Generic_GJ
AIBL,SAADL,Send,2,Glutamate
AIBL,SAADR,Send,2,Glutamate
AIBL,SMDDR,Send,4,Glutamate
AIBR,AFDR,GapJunction,1,Generic_GJ
AIBR,AVAR,Send,1,Glutamate
AIBR,AVBR,Send,3,Glutamate
AIBR,AVEL,Send,1,Glutamate
AIBR,DB1,GapJunction,1,Generic_GJ
AIBR,DVC,GapJunction,2,Generic_GJ
AIBR,PVT,GapJunction,1,Generic_GJ
AIBR,RIAL,Send,1,Glutamate
AIBR,RIBL,Send,4,Glutamate
AIBR,RIGL,GapJunction,3,Generic_GJ
AIBR,RIML,GapJunction,1,Generic_GJ
AIBR,RIML,Send,16,Glutamate
AIBR,RIMR,Send,1,Glutamate
AIBR,RIS,GapJunction,1,Generic_GJ
AIBR,RIVR,GapJunction,1,Generic_GJ
AIBR,SAADL,Send,1,Glutamate
AIBR,SMDDL,Send,3,Glutamate
AIBR,SMDVL,Send,1,Glutamate
AIBR,VB1,Send,3,Glutamate
AIML,AIAL,Send,5,Serotonin
AIML,ALML,Send,1,Serotonin
AIML,ASGL,Send,2,Serotonin
AIML,ASKL,Send,2,Serotonin
AIML,AVBR,Send,2,Serotonin
AIML,AVDL,Send,1,Serotonin
AIML,AVDR,Send,1,Serotonin
AIML,AVER,Send,1,Serotonin
AIML,AVFL,Send,4,Serotonin
AIML,AVFR,Send,1,Serotonin
AIML,AVHL,Send,2,Serotonin
AIML,AVHR,Send,1,Serotonin
AIML,AVJL,Send,1,Serotonin
AIML,PVQL,Send,1,Serotonin
AIML,RIFL,Send,1,Serotonin
AIML,SIBDR,GapJunction,1,Generic_GJ
AIML,SMBVL,Send,1,Serotonin
AIMR,AIAR,Send,5,Serotonin
AIMR,ASGR,Send,2,Serotonin
AIMR,ASJR,Send,2,Serotonin
AIMR,ASKR,Send,3,Serotonin
AIMR,AVDR,Send,1,Serotonin
AIMR,AVFL,Send,1,Serotonin
AIMR,AVFR,Send,1,Serotonin
AIMR,HSNL,Send,1,Serotonin
AIMR,HSNR,Send,2,Serotonin
AIMR,OLQDR,Send,1,Serotonin
AIMR,PVNR,Send,1,Serotonin
AIMR,RIFR,Send,1,Serotonin
AIMR,RMGR,Send,1,Serotonin
AINL,ADEL,GapJunction,1,Generic_GJ
AINL,AFDR,Send,5,Glutamate
AINL,AINR,GapJunction,2,Generic_GJ
AINL,ASEL,Send,3,Glutamate
AINL,ASGR,Send,1,Glutamate
AINL,ASGR,GapJunction,1,Generic_GJ
AINL,AUAR,Send,1,Glutamate
AINL,AUAR,GapJunction,1,Generic_GJ
AINL,BAGL,Send,3,Glutamate
AINL,RIBL,Send,1,Glutamate
AINL,RIBR,Send,2,Glutamate
AINR,AFDL,Send,4,Glutamate
AINR,AFDR,Send,1,Glutamate
AINR,AIAL,Send,2,Glutamate
AINR,AIBL,Send,2,Glutamate
AINR,AINL,GapJunction,2,Generic_GJ
AINR,ASEL,Send,1,Glutamate
AINR,ASER,Send,1,Glutamate
AINR,ASGL,GapJunction,1,Generic_GJ
AINR,AUAL,GapJunction,1,Generic_GJ
AINR,AUAR,Send,1,Glutamate
AINR,BAGR,Send,3,Glutamate
AINR,RIBL,Send,2,Glutamate
AINR,RID,Send,1,Glutamate
AIYL,AIYR,GapJunction,1,Generic_GJ
AIYL,AIZL,Send,13,Acetylcholine
AIYL,AWAL,Send,3,Acetylcholine
AIYL,AWCL,Send,1,Acetylcholine
AIYL,AWCR,Send,1,Acetylcholine
AIYL,HSNR,Send,1,Acetylcholine
AIYL,RIAL,Send,7,Acetylcholine
AIYL,RIBL,Send,4,Acetylcholine
AIYL,RIML,GapJunction,1,Generic_GJ
AIYR,ADFR,Send,1,Acetylcholine
AIYR,AIYL,GapJunction,1,Generic_GJ
AIYR,AIZR,Send,8,Acetylcholine
AIYR,AWAR,Send,1,Acetylcholine
AIYR,HSNL,Send,1,Acetylcholine
AIYR,RIAR,Send,6,Acetylcholine
AIYR,RIBR,Send,2,Acetylcholine
AIYR,RIMR,GapJunction,1,Generic_GJ
AIZL,AIAL,Send,3,Glutamate
AIZL,AIBL,Send,2,Glutamate
AIZL,AIBR,Send,8,Glutamate
AIZL,AIZR,GapJunction,2,Generic_GJ
AIZL,ASEL,Send,1,Glutamate
AIZL,ASGL,GapJunction,1,Generic_GJ
AIZL,ASHL,GapJunction,1,Generic_GJ
AIZL,AVER,Send,5,Glutamate
AIZL,DVA,Send,1,Glutamate
AIZL,RIAL,Send,8,Glutamate
AIZL,RIGL,Send,1,Glutamate
AIZL,RIML,Send,4,Glutamate
AIZL,SMBDL,Send,9,Glutamate
AIZL,SMBVL,Send,7,Glutamate
AIZL,VB2,Send,1,Glutamate
AIZR,AIAR,Send,1,Glutamate
AIZR,AIBL,Send,8,Glutamate
AIZR,AIBR,Send,1,Glutamate
AIZR,AIZL,GapJunction,2,Generic_GJ
AIZR,ASGR,GapJunction,1,Generic_GJ
AIZR,ASHR,GapJunction,1,Generic_GJ
AIZR,AVEL,Send,4,Glutamate
AIZR,AVER,Send,1,Glutamate
AIZR,AWAR,GapJunction,1,Generic_GJ
AIZR,DVA,Send,1,Glutamate
AIZR,RIAR,Send,7,Glutamate
AIZR,RIMR,Send,4,Glutamate
AIZR,SMBDR,Send,5,Glutamate
AIZR,SMBVR,Send,3,Glutamate
AIZR,SMDDR,Send,1,Glutamate
ALA,ADEL,Send,1,Glutamate
ALA,AVAL,Send,1,Glutamate
ALA,AVEL,Send,2,Glutamate
ALA,AVER,Send,1,Glutamate
ALA,RID,GapJunction,1,Generic_GJ
ALA,RMDR,Send,1,Glutamate
ALML,AVDR,Send,1,Glutamate
ALML,AVEL,Send,1,Glutamate
ALML,AVM,GapJunction,1,Generic_GJ
ALML,BDUL,Send,6,Glutamate
ALML,CEPDL,Send,3,Glutamate
ALML,CEPVL,Send,2,Glutamate
ALML,PVCL,Send,2,Glutamate
ALML,PVCR,Send,1,Glutamate
ALML,PVR,GapJunction,1,Generic_GJ
ALML,RMDDR,Send,1,Glutamate
ALML,RMGL,Send,1,Glutamate
ALML,SDQL,Send,1,Glutamate
ALMR,AVM,GapJunction,1,Generic_GJ
ALMR,BDUR,Send,5,Glutamate
ALMR,CEPDR,Send,1,Glutamate
ALMR,CEPVR,Send,1,Glutamate
ALMR,PVCR,Send,3,Glutamate
ALMR,RMDDL,Send,1,Glutamate
ALMR,SIADL,Send,1,Glutamate
ALNL,SAAVL,Send,3,Acetylcholine
ALNL,SMBDR,GapJunction,1,Generic_GJ
ALNL,SMBDR,Send,2,Acetylcholine
ALNL,SMDVL,Send,1,Acetylcholine
ALNR,ADER,Send,1,Acetylcholine
ALNR,RMHR,Send,1,Acetylcholine
ALNR,SAAVR,Send,2,Acetylcholine
ALNR,SMBDL,Send,2,Acetylcholine
ALNR,SMDDR,Send,1,Acetylcholine
ALNR,SMDVL,Send,1,Acetylcholine
AQR,AVAL,Send,1,Glutamate
AQR,AVAR,Send,3,Glutamate
AQR,AVBL,GapJunction,1,Generic_GJ
AQR,AVBL,Send,3,Glutamate
AQR,AVBR,Send,4,Glutamate
AQR,AVDL,Send,1,Glutamate
AQR,AVDR,Send,1,Glutamate
AQR,AVJL,Send,1,Glutamate
AQR,AVKL,GapJunction,2,Generic_GJ
AQR,AVKR,GapJunction,1,Generic_GJ
AQR,BAGL,Send,2,Glutamate
AQR,BAGR,Send,2,Glutamate
AQR,PVCR,Send,2,Glutamate
AQR,PVPL,Send,1,Glutamate
AQR,PVPL,GapJunction,7,Generic_GJ
AQR,PVPR,GapJunction,9,Generic_GJ
AQR,RIAL,Send,3,Glutamate
AQR,RIAR,Send,1,Glutamate
AQR,RIGL,GapJunction,2,Generic_GJ
AQR,RIGR,GapJunction,1,Generic_GJ
AQR,URXL,Send,1,Glutamate
AS1,AVAL,GapJunction,3,Generic_GJ
AS1,AVAR,GapJunction,2,Generic_GJ
AS1,DA1,Send,2,Acetylcholine
AS1,VA3,GapJunction,1,Generic_GJ
AS1,VD1,Send,5,Acetylcholine
AS1,VD2,GapJunction,1,Generic_GJ
AS10,AVAL,GapJunction,1,Generic_GJ
AS10,AVAR,GapJunction,1,Generic_GJ
AS11,PDA,Send,1,Acetylcholine
AS11,PDB,Send,1,Acetylcholine
AS11,PDB,GapJunction,2,Generic_GJ
AS11,VD13,Send,2,Acetylcholine
AS2,DA2,GapJunction,1,Generic_GJ
AS2,DB1,Send,1,Acetylcholine
AS2,DD1,Send,1,Acetylcholine
AS2,VA4,GapJunction,2,Generic_GJ
AS2,VD2,Send,10,Acetylcholine
AS3,AVAL,GapJunction,2,Generic_GJ
AS3,AVAR,GapJunction,1,Generic_GJ
AS3,DA2,GapJunction,1,Generic_GJ
AS3,DA3,Send,1,Acetylcholine
AS3,DD1,Send,1,Acetylcholine
AS3,VA5,GapJunction,2,Generic_GJ
AS3,VD2,Send,1,Acetylcholine
AS3,VD3,Send,15,Acetylcholine
AS4,AS5,Send,1,Acetylcholine
AS4,DA3,GapJunction,1,Generic_GJ
AS4,VD4,Send,11,Acetylcholine
AS5,AVAL,GapJunction,1,Generic_GJ
AS5,AVAR,GapJunction,1,Generic_GJ
AS5,DD2,Send,1,Acetylcholine
AS5,VA7,GapJunction,1,Generic_GJ
AS5,VD5,Send,9,Acetylcholine
AS6,AVAL,GapJunction,1,Generic_GJ
AS6,AVAR,GapJunction,1,Generic_GJ
AS6,AVBR,GapJunction,1,Generic_GJ
AS6,DA5,GapJunction,2,Generic_GJ
AS6,VA8,GapJunction,1,Generic_GJ
AS6,VD6,Send,13,Acetylcholine
AS7,AVAL,GapJunction,6,Generic_GJ
AS7,AVAR,GapJunction,5,Generic_GJ
AS7,AVBL,GapJunction,2,Generic_GJ
AS7,AVBR,GapJunction,2,Generic_GJ
AS8,AVAL,GapJunction,4,Generic_GJ
AS8,AVAR,GapJunction,3,Generic_GJ
AS9,AVAL,GapJunction,4,Generic_GJ
AS9,AVAR,Send,1,Acetylcholine
AS9,AVAR,GapJunction,1,Generic_GJ
AS9,DVB,GapJunction,7,Generic_GJ
ASEL,ADFR,Send,1,FMRFamide
ASEL,AIAL,Send,3,FMRFamide
ASEL,AIBL,Send,7,FMRFamide
ASEL,AIBR,Send,2,FMRFamide
ASEL,AIYL,Send,13,FMRFamide
ASEL,AIYR,Send,6,FMRFamide
ASEL,AWCL,Send,4,FMRFamide
ASEL,AWCR,Send,1,FMRFamide
ASEL,RIAR,Send,1,FMRFamide
ASER,AFDL,Send,1,FMRFamide
ASER,AFDR,Send,2,FMRFamide
ASER,AIAL,Send,1,FMRFamide
ASER,AIAR,Send,3,FMRFamide
ASER,AIBL,Send,2,FMRFamide
ASER,AIBR,Send,10,FMRFamide
ASER,AIYL,Send,2,FMRFamide
ASER,AIYR,Send,14,FMRFamide
ASER,AWAR,Send,1,FMRFamide
ASER,AWCL,Send,1,FMRFamide
ASER,AWCR,Send,1,FMRFamide
ASGL,AIAL,Send,9,Glutamate
ASGL,AIBL,Send,3,Glutamate
ASGL,AINR,GapJunction,1,Generic_GJ
ASGL,AINR,Send,1,Glutamate
ASGL,AIZL,GapJunction,1,Generic_GJ
ASGL,ASKL,Send,1,Glutamate
ASGR,AIAR,Send,10,Glutamate
ASGR,AIBR,Send,2,Glutamate
ASGR,AINL,GapJunction,1,Generic_GJ
ASGR,AIYR,Send,1,Glutamate
ASGR,AIZR,GapJunction,1,Generic_GJ
ASHL,ADAL,GapJunction,1,Generic_GJ
ASHL,ADAL,Send,1,Glutamate
ASHL,ADFL,Send,3,Glutamate
ASHL,AIAL,Send,7,Glutamate
ASHL,AIBL,Send,5,Glutamate
ASHL,AIZL,GapJunction,1,Generic_GJ
ASHL,ASHR,GapJunction,1,Generic_GJ
ASHL,ASKL,Send,1,Glutamate
ASHL,AVAL,Send,2,Glutamate
ASHL,AVBL,Send,6,Glutamate
ASHL,AVDL,Send,2,Glutamate
ASHL,AVDR,Send,2,Glutamate
ASHL,RIAL,Send,4,Glutamate
ASHL,RICL,GapJunction,2,Generic_GJ
ASHL,RIML,Send,1,Glutamate
ASHL,RIPL,Send,1,Glutamate
ASHL,RMGL,GapJunction,1,Generic_GJ
ASHR,ADAR,GapJunction,1,Generic_GJ
ASHR,ADAR,Send,2,Glutamate
ASHR,ADFR,Send,2,Glutamate
ASHR,AIAR,Send,10,Glutamate
ASHR,AIBR,Send,3,Glutamate
ASHR,AIZR,GapJunction,1,Generic_GJ
ASHR,ASHL,GapJunction,1,Generic_GJ
ASHR,ASKR,GapJunction,1,Generic_GJ
ASHR,AVAR,Send,5,Glutamate
ASHR,AVBR,Send,3,Glutamate
ASHR,AVDL,Send,5,Glutamate
ASHR,AVDR,Send,1,Glutamate
ASHR,AVER,Send,3,Glutamate
ASHR,HSNR,Send,1,Glutamate
ASHR,PVPR,Send,1,Glutamate
ASHR,RIAR,Send,2,Glutamate
ASHR,RICR,GapJunction,2,Generic_GJ
ASHR,RMGR,GapJunction,1,Generic_GJ
ASHR,RMGR,Send,2,Glutamate
ASIL,AIAL,GapJunction,2,Generic_GJ
ASIL,AIBL,Send,1,Glutamate
ASIL,AIYL,Send,2,Glutamate
ASIL,AIZL,Send,1,Glutamate
ASIL,ASER,Send,1,Glutamate
ASIL,ASIR,GapJunction,1,Generic_GJ
ASIL,ASKL,Send,2,Glutamate
ASIL,AWCL,Send,1,Glutamate
ASIL,AWCR,Send,1,Glutamate
ASIL,RIBL,Send,1,Glutamate
ASIR,AIAL,Send,1,Glutamate
ASIR,AIAR,Send,3,Glutamate
ASIR,AIAR,GapJunction,2,Generic_GJ
ASIR,AIBR,Send,1,Glutamate
ASIR,ASEL,Send,2,Glutamate
ASIR,ASHR,Send,1,Glutamate
ASIR,ASIL,GapJunction,1,Generic_GJ
ASIR,AWCL,Send,1,Glutamate
ASIR,AWCR,Send,1,Glutamate
ASJL,ASJR,GapJunction,1,Generic_GJ
ASJL,ASKL,Send,4,Glutamate
ASJL,HSNL,Send,1,Glutamate
ASJL,HSNR,Send,1,Glutamate
ASJL,PVQL,Send,14,Glutamate
ASJR,ASJL,GapJunction,1,Generic_GJ
ASJR,ASKR,Send,4,Glutamate
ASJR,HSNR,Send,1,Glutamate
ASJR,PVQR,Send,13,Glutamate
ASKL,AIAL,Send,11,Glutamate
ASKL,AIBL,Send,2,Glutamate
ASKL,AIML,Send,2,Glutamate
ASKL,ASKR,GapJunction,1,Generic_GJ
ASKL,PVQL,GapJunction,5,Generic_GJ
ASKL,RMGL,GapJunction,1,Generic_GJ
ASKR,AIAR,Send,11,Glutamate
ASKR,AIMR,Send,1,Glutamate
ASKR,ASHR,GapJunction,1,Generic_GJ
ASKR,ASKL,GapJunction,1,Generic_GJ
ASKR,AWAR,Send,1,Glutamate
ASKR,CEPVR,Send,1,Glutamate
ASKR,PVQR,GapJunction,4,Generic_GJ
ASKR,RIFR,Send,1,Glutamate
ASKR,RMGR,GapJunction,1,Generic_GJ
AUAL,AINR,GapJunction,1,Generic_GJ
AUAL,AUAR,GapJunction,1,Generic_GJ
AUAL,AVAL,Send,3,Glutamate
AUAL,AVDR,Send,1,Glutamate
AUAL,AVEL,Send,3,Glutamate
AUAL,AWBL,GapJunction,1,Generic_GJ
AUAL,RIAL,Send,5,Glutamate
AUAL,RIBL,Send,9,Glutamate
AUAR,AINL,GapJunction,1,Generic_GJ
AUAR,AIYR,Send,1,Glutamate
AUAR,AUAL,GapJunction,1,Generic_GJ
AUAR,AVAR,Send,1,Glutamate
AUAR,AVER,Send,4,Glutamate
AUAR,AWBR,GapJunction,1,Generic_GJ
AUAR,RIAR,Send,6,Glutamate
AUAR,RIBR,Send,13,Glutamate
AUAR,URXR,Send,1,Glutamate
AVAL,AS1,GapJunction,3,Generic_GJ
AVAL,AS10,GapJunction,1,Generic_GJ
AVAL,AS10,Send,2,FMRFamide
AVAL,AS11,Send,4,FMRFamide
AVAL,AS2,Send,1,FMRFamide
AVAL,AS3,Send,1,FMRFamide
AVAL,AS3,GapJunction,2,Generic_GJ
AVAL,AS4,Send,1,FMRFamide
AVAL,AS5,GapJunction,1,Generic_GJ
AVAL,AS5,Send,3,FMRFamide
AVAL,AS6,GapJunction,1,Generic_GJ
AVAL,AS7,GapJunction,6,Generic_GJ
AVAL,AS7,Send,8,FMRFamide
AVAL,AS8,GapJunction,4,Generic_GJ
AVAL,AS8,Send,5,FMRFamide
AVAL,AS9,GapJunction,4,Generic_GJ
AVAL,AS9,Send,8,FMRFamide
AVAL,AVAR,Send,2,FMRFamide
AVAL,AVAR,GapJunction,5,Generic_GJ
AVAL,AVBR,Send,1,FMRFamide
AVAL,AVDL,Send,1,FMRFamide
AVAL,AVHL,Send,1,FMRFamide
AVAL,AVJL,GapJunction,2,Generic_GJ
AVAL,DA1,Send,2,FMRFamide
AVAL,DA1,GapJunction,2,Generic_GJ
AVAL,DA2,Send,2,FMRFamide
AVAL,DA2,GapJunction,2,Generic_GJ
AVAL,DA3,Send,6,FMRFamide
AVAL,DA4,GapJunction,3,Generic_GJ
AVAL,DA4,Send,7,FMRFamide
AVAL,DA5,GapJunction,1,Generic_GJ
AVAL,DA5,Send,7,FMRFamide
AVAL,DA6,GapJunction,10,Generic_GJ
AVAL,DA6,Send,11,FMRFamide
AVAL,DA7,Send,2,FMRFamide
AVAL,DA7,GapJunction,2,Generic_GJ
AVAL,DA8,Send,4,FMRFamide
AVAL,DA9,Send,3,FMRFamide
AVAL,DB5,Send,2,FMRFamide
AVAL,DB6,Send,1,FMRFamide
AVAL,DB6,GapJunction,3,Generic_GJ
AVAL,FLPL,GapJunction,1,Generic_GJ
AVAL,LUAL,Send,1,FMRFamide
AVAL,LUAL,GapJunction,1,Generic_GJ
AVAL,PVCL,GapJunction,2,Generic_GJ
AVAL,PVCL,Send,10,FMRFamide
AVAL,PVCR,Send,6,FMRFamide
AVAL,PVCR,GapJunction,5,Generic_GJ
AVAL,PVPL,GapJunction,1,Generic_GJ
AVAL,RIMR,GapJunction,3,Generic_GJ
AVAL,SABD,GapJunction,4,Generic_GJ
AVAL,SABVR,GapJunction,1,Generic_GJ
AVAL,SDQR,GapJunction,1,Generic_GJ
AVAL,URYDL,GapJunction,1,Generic_GJ
AVAL,URYVR,GapJunction,1,Generic_GJ
AVAL,VA1,GapJunction,3,Generic_GJ
AVAL,VA10,GapJunction,1,Generic_GJ
AVAL,VA10,Send,5,FMRFamide
AVAL,VA11,GapJunction,1,Generic_GJ
AVAL,VA11,Send,6,FMRFamide
AVAL,VA12,Send,2,FMRFamide
AVAL,VA2,Send,1,FMRFamide
AVAL,VA2,GapJunction,4,Generic_GJ
AVAL,VA3,GapJunction,1,Generic_GJ
AVAL,VA3,Send,2,FMRFamide
AVAL,VA4,GapJunction,1,Generic_GJ
AVAL,VA4,Send,2,FMRFamide
AVAL,VA5,Send,3,FMRFamide
AVAL,VA5,GapJunction,5,Generic_GJ
AVAL,VA6,Send,4,FMRFamide
AVAL,VA6,GapJunction,6,Generic_GJ
AVAL,VA7,GapJunction,2,Generic_GJ
